Historical Veraison Data,,,12-Aug,16-Aug,04-Aug,02-Aug,15-Aug,14-Aug,23-Aug,30-Aug,25-Aug,13-Aug,17-Aug,10-Aug,09-Aug,09-Aug,08-Aug,12-Aug,14-Aug,12-Aug,14-Aug,**All dates are entered with the year 2018 to allow for calculation of a day-month average
Vineyard,Block,Variety,Veraison 2018,Veraison 2017,Veraison 2016,Veraison 2015,Veraison 2014,Veraison 2013,Veraison 2012,Veraison 2011,Veraison 2010,Veraison 2009,Veraison 2008,Veraison 2007,Veraison 2006,Veraison 2005,Veraison 2004,Veraison 2003,Veraison 2002,Veraison 2001,Average Veraison,
Bearcub,A,Shiraz,07-Aug,11-Aug,29-Jul,27-Jul,11-Aug,09-Aug,17-Aug,24-Aug,21-Aug,10-Aug,12-Aug,07-Aug,13-Aug,10-Aug,13-Aug,12-Aug,16-Aug,10-Aug,10-Aug,
Bearcub,B,Cabernet Sauvignon,11-Aug,13-Aug,29-Jul,04-Aug,16-Aug,11-Aug,27-Aug,24-Aug,26-Aug,22-Aug,15-Aug,13-Aug,14-Aug,14-Aug,14-Aug,15-Aug,16-Aug,10-Aug,14-Aug,
Bearcub,C,Cabernet Sauvignon,11-Aug,12-Aug,29-Jul,04-Aug,14-Aug,09-Aug,21-Aug,24-Aug,23-Aug,17-Aug,09-Aug,07-Aug,11-Aug,12-Aug,12-Aug,15-Aug,16-Aug,08-Aug,12-Aug,
Bearcub,D,Cabernet Sauvignon,11-Aug,14-Aug,29-Jul,06-Aug,15-Aug,17-Aug,27-Aug,30-Aug,27-Aug,17-Aug,16-Aug,10-Aug,13-Aug,14-Aug,14-Aug,15-Aug,15-Aug,08-Aug,14-Aug,
Bearcub,E,Cabernet Sauvignon,11-Aug,14-Aug,29-Jul,07-Aug,12-Aug,16-Aug,28-Aug,30-Aug,27-Aug,17-Aug,16-Aug,13-Aug,15-Aug,13-Aug,13-Aug,15-Aug,19-Aug,12-Aug,15-Aug,
Bearcub,F,Shiraz,08-Aug,11-Aug,30-Jul,29-Jul,09-Aug,16-Aug,24-Aug,24-Aug,,11-Aug,09-Aug,08-Aug,05-Aug,04-Aug,04-Aug,05-Aug,20-Aug,07-Aug,09-Aug,
Bearcub,G,Merlot,13-Aug,15-Aug,09-Aug,02-Aug,09-Aug,12-Aug,27-Aug,30-Aug,22-Aug,12-Aug,14-Aug,17-Aug,16-Aug,16-Aug,16-Aug,18-Aug,09-Aug,12-Aug,14-Aug,
Bearcub,H,Merlot,19-Aug,20-Aug,09-Aug,07-Aug,11-Aug,19-Aug,27-Aug,08-Sep,25-Aug,16-Aug,15-Aug,18-Aug,17-Aug,14-Aug,15-Aug,18-Aug,09-Aug,12-Aug,17-Aug,
Bearcub,I,Cabernet Franc,20-Aug,22-Aug,11-Aug,06-Aug,17-Aug,25-Aug,31-Aug,09-Sep,30-Aug,23-Aug,17-Aug,16-Aug,19-Aug,19-Aug,19-Aug,19-Aug,16-Aug,15-Aug,20-Aug,
